,TicketID,Summary,unclean,Top2Grams,Top3Grams,Top4Grams,Automation Category
272,768443,dhcp scope detail atlanda location,DHCP scope details for Atlanda location,dhcp scope,dhcp scope detail,help user otp registration,
273,1094941,dhcp scope detail bby atlanda,DHCP scope details for BBY atlanda,dhcp scope,dhcp scope detail,help user otp registration,
274,523876,dhcp scope detail prepare share,DHCP scope details prepared and shared,dhcp scope,dhcp scope detail,help user otp registration,
275,815321,dhcp scope bestbuy scope,DHCP scope full on Bestbuy scope,dhcp scope,dhcp scope bestbuy,help user otp registration,
276,830298,dhcp scope hdc,DHCP scope full on HDC,dhcp scope,dhcp scope hdc,help user otp registration,
277,871316,dhcp server creation sonama project,DHCP Server creation for Sonama Project.,dhcp server,creation sonama project,help user otp registration,
278,821076,dhcp server detail,DHCP server details,dhcp server,dhcp server detail,help user otp registration,
279,973973,dhcp server issue,DHCP SERVER ISSUE,dhcp server,dhcp server issue,help user otp registration,
280,827958,dipassowrd issue,DI297953=passowrd issue,dipassowrd issue,No Pattern,help user otp registration,
281,765953,direct access,direct Access,direct access,No Pattern,help user otp registration,
282,1011340,direct access,Direct Access,direct access,No Pattern,help user otp registration,
283,1054298,direct access,Direct access,direct access,No Pattern,help user otp registration,
284,951737,direct access,Direct access,direct access,No Pattern,help user otp registration,
285,594988,direct access,DIrect Access,direct access,No Pattern,help user otp registration,
286,1044646,direct access lync,Direct access + Lync,direct access,direct access lync,help user otp registration,
287,1025438,direct access configuration,DIRECT ACCESS CONFIGURATION,direct access,direct access configuration,help user otp registration,
288,810032,direct access installation,Direct access installation,direct access,direct access installation,help user otp registration,
289,699955,direct access not work,direct access is not working,not work,access not work,help user otp registration,
290,836017,direct access not work show not connect corporate network,direct access is not working ..showing could not connect to corporate network,not work,direct access not,help user otp registration,
291,728021,direct access issue,Direct Access issue,direct access,direct access issue,help user otp registration,
292,890247,direct access issue,Direct Access issue,direct access,direct access issue,help user otp registration,
293,914408,direct access issue,Direct Access issue,direct access,direct access issue,help user otp registration,
294,979821,direct access issue,Direct access issue,direct access,direct access issue,help user otp registration,
295,497766,direct access issue,Direct access issue,direct access,direct access issue,help user otp registration,
296,1185069,direct access issue,Direct access issue,direct access,direct access issue,help user otp registration,
297,955366,direct access issue,Direct Access issue,direct access,direct access issue,help user otp registration,
298,1011510,direct access issue,Direct access issue,direct access,direct access issue,help user otp registration,
299,518999,direct access issue,Direct access issue,direct access,direct access issue,help user otp registration,
300,477547,direct access issue,Direct access issue,direct access,direct access issue,help user otp registration,
301,866451,direct access issue,Direct access issue,direct access,direct access issue,help user otp registration,
302,587804,direct access issue,Direct Access issue,direct access,direct access issue,help user otp registration,
303,655055,direct access issue,Direct access issue,direct access,direct access issue,help user otp registration,
304,792586,direct access issue,Direct access issue,direct access,direct access issue,help user otp registration,
305,1100613,direct access issue,Direct access issue,direct access,direct access issue,help user otp registration,
306,1028701,direct access issue sonu pathak,direct access issue -- > sonu pathak,direct access,direct access issue,help user otp registration,
307,769044,direct access issue,Direct access issue.,direct access,direct access issue,help user otp registration,
308,833110,direct access issue,Direct access issue.,direct access,direct access issue,help user otp registration,
309,1152618,direct access need configure,Direct Access need to configure,need configure,access need configure,help user otp registration,
310,1152637,direct access not work,Direct Access not working,not work,access not work,help user otp registration,
311,727760,direct access not work,Direct access not working,not work,access not work,help user otp registration,
312,599754,direct access not work,direct access not working,not work,access not work,help user otp registration,
313,536336,direct access problem,Direct Access problem,direct access,direct access problem,help user otp registration,
314,899232,direct internet access new destination ip,direct internet access for the New destination ip,destination ip,access new destination,help user otp registration,
315,1173142,disable mention port,disable mentioned ports,disable mention,disable mention port,help user otp registration,
316,843594,discussion tp migration plan,Discussion on TP migration plan,tp migration,tp migration plan,help user otp registration,
317,1142561,disk space issue,Disk space issue,disk space,disk space issue,help user otp registration,
318,17694,display issue,Display issue,display issue,No Pattern,help user otp registration,
319,770712,display issue,Display issue,display issue,No Pattern,help user otp registration,
320,792622,display issue,Display Issues,display issue,No Pattern,help user otp registration,
321,739446,display issue,Display Issues,display issue,No Pattern,help user otp registration,
322,739479,display not work extended monitor,Display not working on my extended monitors,not work,work extended monitor,help user otp registration,
323,774218,display problem,Display problem,display problem,No Pattern,help user otp registration,
324,975813,displya port adptor confiruation,Displya port adptor confiruation,adptor confiruation,displya port adptor,help user otp registration,
325,925039,distribution group dl member modification,Distribution Group (DL) Members Modification,dl member,distribution group dl,help user otp registration,
326,955936,distribution list,Distribution List,distribution list,No Pattern,help user otp registration,
327,524872,distribution list addition,Distribution List Addition.,distribution list,distribution list addition,help user otp registration,
328,686657,dlo error,DLO error,dlo error,No Pattern,help user otp registration,
329,706632,dlp bypass request,DLP Bypass request,dlp bypass,dlp bypass request,help user otp registration,
330,770965,dlp port need enable,DLP PORTS need to be enabled,port need,port need enable,help user otp registration,
331,817349,docking station,Docking station,docking station,No Pattern,help user otp registration,
332,738817,domain,Domain,No Pattern,No Pattern,help user otp registration,
333,889784,domain,domain,No Pattern,No Pattern,help user otp registration,
334,743824,domain group request,Domain groups request.,group request,domain group request,help user otp registration,
335,1054813,domain -PRON- would configuration,Domain ID configuration,would configuration,No Pattern,help user otp registration,
336,739238,domain join want,domain joining want to do,join want,domain join want,help user otp registration,
337,1016923,domain rejoin,Domain rejoin,domain rejoin,No Pattern,help user otp registration,
338,1138735,do not close ticket resolve issue,Don't close this ticket until resolve the issue,do not,ticket resolve issue,help user otp registration,
339,17845,do attack,Dos Attack,do attack,No Pattern,help user otp registration,
340,499840,downgrade ie,Downgrade to IE 8,downgrade ie,No Pattern,help user otp registration,
341,1071126,dr need conduct,DR needs to be conducted,need conduct,dr need conduct,help user otp registration,
342,854086,dr plan wt bhdc location dhcp server,DR Plan for WT BHDC location DHCP Server,dhcp server,bhdc location dhcp,help user otp registration,
343,768433,dsachid window activation,dsachid- windows activation,window activation,dsachid window activation,help user otp registration,
344,693853,dsachid vpn,dsachid= vpn,dsachid vpn,No Pattern,help user otp registration,
345,954388,dsachid office activation,Dsachid=== office activation,office activation,dsachid office activation,help user otp registration,
346,981458,dsridhar pw issue,dsridhar- pw issue,pw issue,dsridhar pw issue,help user otp registration,
347,511027,switch fan issue slot go offline check priority,Due to switch FAN issue all  slot is going to offline  so please check priority,check priority,slot go offline,help user otp registration,
348,620953,ea password reset,EA password reset,password reset,ea password reset,help user otp registration,
349,698108,earlier raise issue,earlier a call raised on the same issue :641456,raise issue,earlier raise issue,help user otp registration,
